Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
8.5,-37.38,175.87,878.56,RL,MSL,"October 24, 2007","November 3, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.5,-45.78,168.8,142.62,RL,MSL,"September 22, 2017","September 22, 2017",WAIKAIA GOLD LTD,Waikaia
8.5,-41.85,171.52,49,RL,MSL,"September 1, 2017","December 18, 2017",DINGO MINING LTD,Addisons Flat
8.5,-44.89,169.76,999.25,RL,MSL,"May 1, 2012","May 1, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8.5,-45,169.58,450.99,RL,MSL,"June 1, 2012","July 31, 2012",GLASS EARTH (NEW ZEALAND) LTD,Matakanui
8.5,-41.85,171.51,50,RL,MSL,"September 1, 2017","December 18, 2017",DINGO MINING LTD,Addisons Flat
8.5,-37.38,175.87,909.9,RL,MSL,"July 9, 2007","July 19, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.5,-41.85,171.51,49,RL,MSL,"September 1, 2017","December 18, 2017",DINGO MINING LTD,Addisons Flat
8.5,-38.29,174.64,-999.25,RL,MSL,"January 1, 2012","February 1, 2012",TRANS-TASMAN RESOURCES LIMITED,Project Blackstorm
8.5,-38.55,174.57,-999.25,RL,MSL,"January 1, 2012","February 1, 2012",TRANS-TASMAN RESOURCES LIMITED,Project Blackstorm
8.4,-37.38,175.87,827,RL,MSL,"June 21, 2009","July 1, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.4,-37.38,175.87,982.52,RL,MSL,"December 11, 2006","December 21, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.4,-42.78,170.91,999.25,RL,MSL,"March 11, 2016","March 11, 2016",NZ GARNET LTD,Ruatapu
8.4,-37.38,175.87,894.42,RL,MSL,"July 25, 2007","August 4, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.4,-37.33,175.78,151,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
8.4,-38.55,174.56,41,SL,MSL,"February 20, 2014","February 20, 2014",TRANS-TASMAN RESOURCES LTD,Taharoa South
8.4,-37.38,175.87,881.72,RL,MSL,"October 22, 2007","November 1, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.4,-37.38,175.87,882.14,RL,MSL,"October 22, 2007","November 1, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.3,-41.8,171.54,38,RL,MSL,"April 30, 2017","February 25, 2020",DINGO MINING LTD,The Frog
8.3,-39.9,174.09,999.25,RL,MSL,"January 1, 2011","December 1, 2011",TRANS-TASMAN RESOURCES LTD,Project Blackstorm
8.3,-37.38,175.87,910.47,RL,MSL,"July 11, 2007","July 21, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.3,-38.52,174.58,-999.25,RL,MSL,"January 1, 2012","February 1, 2012",TRANS-TASMAN RESOURCES LIMITED,Project Blackstorm
8.23,-42.22,171.32,8.25,RL,MSL,"November 1, 1991","November 10, 1991",WESTLAND ILMENITE LTD,Westland Ilmenite
8.2,-45.74,169.5,64.8,RL,MSL,"April 23, 2021","April 23, 2021",BROMOORE GOLD LIMITED,Craigs Flat
8.2,-37.38,175.86,893.39,RL,MSL,"July 27, 2007","August 6, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.2,-37.38,175.87,938.68,RL,MSL,"May 30, 2007","June 9, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.2,-37.38,175.87,880.28,RL,MSL,"October 23, 2007","November 2, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.2,-37.38,175.87,882.06,RL,MSL,"October 22, 2007","November 1, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.2,-45.01,169.58,455.14,RL,MSL,"June 1, 2012","July 31, 2012",GLASS EARTH (NEW ZEALAND) LTD,Matakanui
8.2,-37.33,175.78,150,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
8.2,-39.86,174.42,21,RL,MSL,"March 1, 2013","March 1, 2013",TRANS-TASMAN RESOURCES LTD,Taranaki Bight
8.2,-37.38,175.87,953.78,RL,MSL,"April 30, 2007","May 10, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.2,-37.38,175.87,882.37,RL,MSL,"October 23, 2007","November 2, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.1,-37.38,175.87,939.31,RL,MSL,"November 6, 2007","November 16, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.1,-37.33,175.78,161,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
8.1,-38.59,174.4,56,SL,MSL,"March 11, 2014","March 11, 2014",TRANS-TASMAN RESOURCES LTD,Taharoa South
8.1,-37.39,175.87,982.95,RL,MSL,"December 15, 2006","December 25, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.1,-37.38,175.87,827,RL,MSL,"July 1, 2009","July 11, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.1,-37.38,175.87,881.47,RL,MSL,"October 23, 2007","November 2, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.1,-37.38,175.87,953.81,RL,MSL,"June 10, 2007","June 20, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8.1,-38.36,174.6,40,SL,MSL,"February 21, 2014","February 21, 2014",TRANS-TASMAN RESOURCES LTD,Taharoa South
8,-42.73,171.12,55.87,RL,MSL,"May 15, 2001","May 15, 2001",UNKNOWN,Arahura River
8,-45,169.58,453.6,RL,MSL,"June 1, 2012","July 31, 2012",GLASS EARTH (NEW ZEALAND) LTD,Matakanui
8,-42.73,171.12,54.19,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.78,170.9,999.25,RL,MSL,"April 4, 2016","April 4, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.91,999.25,RL,MSL,"April 1, 2016","April 1, 2016",NZ GARNET LTD,Ruatapu
8,-41.77,171.57,36,RL,MSL,"September 15, 2012","September 15, 2012",SINOWALEN MINERALS NZ LTD,Bradshaws
8,-42.78,170.91,999.25,RL,MSL,"March 15, 2016","March 15, 2016",NZ GARNET LTD,Ruatapu
8,-44.89,169.76,999.25,RL,MSL,"May 1, 2012","May 1, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-45.74,169.5,63.31,RL,MSL,"April 15, 2021","April 15, 2021",BROMOORE GOLD LIMITED,Craigs Flat
8,-42.78,170.92,999.25,RL,MSL,"March 31, 2016","March 31, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.91,999.25,RL,MSL,"April 7, 2016","April 7, 2016",NZ GARNET LTD,Ruatapu
8,-42.24,171.32,8.57,RL,MSL,"August 1, 2013","August 1, 2013",ALLOY RESOURCES LTD,Barrytown
8,-42.73,171.14,57.9,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-37.39,175.87,851.9,RL,MSL,"September 14, 2008","September 24, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.77,170.92,999.25,RL,MSL,"April 4, 2016","April 4, 2016",NZ GARNET LTD,Ruatapu
8,-37.38,175.87,881.38,RL,MSL,"October 22, 2007","November 1, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.77,170.92,999.25,RL,MSL,"April 3, 2016","April 3, 2016",NZ GARNET LTD,Ruatapu
8,-42.71,171.12,74.17,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.72,171.07,29.2,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.73,171.12,56.2,RL,MSL,"October 26, 1944","November 5, 1944",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.72,171.08,33.7,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.72,171.09,38.26,RL,MSL,"May 15, 2001","May 15, 2001",UNKNOWN,Arahura River
8,-41.85,171.51,48,RL,MSL,"September 1, 2017","December 18, 2017",DINGO MINING LTD,Addisons Flat
8,-42.74,171.11,49,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.3,170.38,521,RL,MSL,"February 1, 1992","February 1, 1992",OCEANA GOLD,Macraes North
8,-45.32,170.29,354.55,SL,MSL,"March 29, 2017","March 29, 2017",HYDE RESOURCES LTD,Hyde South Block
8,-42.72,171.08,30.7,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.96,169.01,121,RL,MSL,"February 21, 2012","February 21, 2012",PLACER GOLD INTERNATIONAL LTD,Waikaka
8,-42.72,171.08,31.5,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.92,999.25,RL,MSL,"April 4, 2016","April 4, 2016",NZ GARNET LTD,Ruatapu
8,-42.74,171.15,63,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.91,999.25,RL,MSL,"April 1, 2016","April 1, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.91,999.25,RL,MSL,"June 12, 2016","June 12, 2016",NZ GARNET LTD,Ruatapu
8,-45.48,170.47,544,RL,MSL,"May 10, 1988","May 10, 1988",BHP GOLD MINES NZ LTD,Lots Wife
8,-42.72,171.08,31.02,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.91,999.25,RL,MSL,"April 14, 2016","April 14, 2016",NZ GARNET LTD,Ruatapu
8,-42.74,171.12,48.8,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.78,170.9,999.25,RL,MSL,"April 5, 2016","April 5, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.74,171.14,58.56,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.75,168.77,999.25,RL,MSL,"March 7, 2012","March 7, 2012",GLASS EARTH (NEW ZEALAND) LTD,Waikaia
8,-37.39,175.87,"1,030.28",RL,MSL,"December 13, 2006","December 23, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.77,170.91,999.25,RL,MSL,"June 12, 2016","June 12, 2016",NZ GARNET LTD,Ruatapu
8,-42.71,171.06,23.29,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-37.38,175.86,921.05,RL,MSL,"February 8, 2007","February 9, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.77,170.92,999.25,RL,MSL,"April 17, 2016","April 17, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.91,999.25,RL,MSL,"April 7, 2016","April 7, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.91,999.25,RL,MSL,"April 14, 2016","April 14, 2016",NZ GARNET LTD,Ruatapu
8,-45.96,169.01,133,RL,MSL,"February 22, 2012","February 22, 2012",PLACER GOLD INTERNATIONAL LTD,Waikaka
8,-45,169.58,451.35,RL,MSL,"June 1, 2012","July 31, 2012",GLASS EARTH (NEW ZEALAND) LTD,Matakanui
8,-42.77,170.91,999.25,RL,MSL,"April 15, 2016","April 15, 2016",NZ GARNET LTD,Ruatapu
8,-45.96,169.01,120,RL,MSL,"February 21, 2012","February 21, 2012",PLACER GOLD INTERNATIONAL LTD,Waikaka
8,-42.73,171.09,37.3,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-44.89,169.78,999.25,RL,MSL,"April 26, 2012","April 26, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-42.77,170.9,999.25,RL,MSL,"April 7, 2016","April 7, 2016",NZ GARNET LTD,Ruatapu
8,-42.72,171.12,64.6,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.91,999.25,RL,MSL,"April 1, 2016","April 1, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.91,999.25,RL,MSL,"April 15, 2016","April 15, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.1,39.5,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.91,999.25,RL,MSL,"April 2, 2016","April 2, 2016",NZ GARNET LTD,Ruatapu
8,-42.72,171.08,33.67,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-37.38,175.87,881.82,RL,MSL,"October 23, 2007","November 2, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.12,53.16,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.78,168.8,142.62,RL,MSL,"September 22, 2017","September 22, 2017",WAIKAIA GOLD LTD,Waikaia
8,-37.38,175.87,998.46,RL,MSL,"November 9, 2006","November 19, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.73,171.11,47.12,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.73,171.09,38.82,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.44,170.55,405,RL,MSL,"November 11, 1988","November 11, 1988",BHP GOLD MINES NZ LTD,Stoneburn
8,-41.82,171.59,999.25,RL,MSL,"January 1, 2009","January 1, 2009",ADDISON MINES LTD,Caroline Terrace
8,-45.44,170.56,410,RL,MSL,"November 10, 1988","November 10, 1988",BHP GOLD MINES NZ LTD,Stoneburn
8,-39.8,174.25,999.25,RL,MSL,"January 1, 2011","December 1, 2011",TRANS-TASMAN RESOURCES LTD,Project Blackstorm
8,-42.72,171.08,30.4,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.73,171.1,42.1,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.78,170.91,999.25,RL,MSL,"March 10, 2016","March 10, 2016",NZ GARNET LTD,Ruatapu
8,-46.35,167.82,17.5,RL,MSL,"June 3, 2020","June 3, 2020",DANIEL NORMAN WALKER,Orepuki
8,-42.77,170.91,999.25,RL,MSL,"April 1, 2016","April 1, 2016",NZ GARNET LTD,Ruatapu
8,-37.33,175.78,263,RL,MSL,"January 1, 1900",,COEUR GOLD NEW ZEALAND LTD,Golden Cross
8,-42.72,171.07,30.7,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.73,171.12,55.09,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.44,170.55,386.44,RL,MSL,"November 11, 1988","November 11, 1988",BHP GOLD MINES NZ LTD,Stoneburn
8,-45.76,168.81,151.1,RL,MSL,"May 26, 2015","May 26, 2015",WAIKAIA GOLD LTD,Waikaia
8,-44.89,169.76,999.25,RL,MSL,"May 7, 2012","May 7, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-42.78,170.9,999.25,RL,MSL,"April 5, 2016","April 5, 2016",NZ GARNET LTD,Ruatapu
8,-42.74,171.11,50.2,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.74,171.11,53.4,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.92,999.25,RL,MSL,"April 2, 2016","April 2, 2016",NZ GARNET LTD,Ruatapu
8,-42.24,171.31,6.21,RL,MSL,"July 30, 2013","July 30, 2013",ALLOY RESOURCES LTD,Barrytown
8,-42.78,170.91,999.25,RL,MSL,"March 11, 2016","March 11, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.9,999.25,RL,MSL,"June 2, 2016","June 2, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.91,999.25,RL,MSL,"March 15, 2016","March 15, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.92,999.25,RL,MSL,"April 17, 2016","April 17, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.92,999.25,RL,MSL,"April 16, 2016","April 16, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.91,999.25,RL,MSL,"March 8, 2016","March 8, 2016",NZ GARNET LTD,Ruatapu
8,-44.89,169.76,999.25,RL,MSL,"May 1, 2012","May 1, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-45.75,168.77,999.25,RL,MSL,"March 22, 2012","March 22, 2012",GLASS EARTH (NEW ZEALAND) LTD,Waikaia
8,-46.35,170.11,250.51,RL,MSL,"March 27, 2013","March 27, 2013",MINTAGO INVESTMENTS LTD,Fraser River
8,-42.73,171.12,57,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-41.77,171.57,38,RL,MSL,"September 18, 2012","September 18, 2012",SINOWALEN MINERALS NZ LTD,Bradshaws
8,-42.73,171.11,46.93,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.44,170.55,410,RL,MSL,"November 10, 1988","November 10, 1988",BHP GOLD MINES NZ LTD,Stoneburn
8,-42.72,171.08,34,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-37.38,175.87,982.44,RL,MSL,"December 13, 2006","December 23, 2006",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.74,171.11,48.5,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.73,171.09,39.5,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-41.77,171.57,37,RL,MSL,"September 18, 2012","September 18, 2012",SINOWALEN MINERALS NZ LTD,Bradshaws
8,-42.78,170.91,999.25,RL,MSL,"April 6, 2016","April 6, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.93,999.25,RL,MSL,"April 18, 2016","April 18, 2016",NZ GARNET LTD,Ruatapu
8,-42.74,171.12,49.2,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.91,999.25,RL,MSL,"May 28, 2016","May 28, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.12,54.75,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.91,999.25,RL,MSL,"April 7, 2016","April 7, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.13,56.62,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-37.38,175.87,937.88,RL,MSL,"November 7, 2007","November 17, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-42.77,170.91,999.25,RL,MSL,"April 14, 2016","April 14, 2016",NZ GARNET LTD,Ruatapu
8,-45.74,169.5,65.97,RL,MSL,"April 24, 2021","April 24, 2021",BROMOORE GOLD LIMITED,Craigs Flat
8,-42.85,170.86,999.25,RL,MSL,"January 1, 1937","January 1, 1937",TRONOH NZ LTD,Totara River
8,-42.76,170.92,999.25,RL,MSL,"April 20, 2016","April 20, 2016",NZ GARNET LTD,Ruatapu
8,-37.39,175.86,"1,113.38",RL,MSL,"June 20, 2017","June 20, 2017",OCEANA GOLD,Favona
8,-45.47,170.45,662,RL,MSL,"April 22, 1988","April 22, 1988",BHP GOLD MINES NZ LTD,Lots Wife
8,-42.76,170.92,999.25,RL,MSL,"April 18, 2016","April 18, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.11,48.42,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.92,999.25,RL,MSL,"April 4, 2016","April 4, 2016",NZ GARNET LTD,Ruatapu
8,-42.74,171.15,63,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-42.77,170.92,999.25,RL,MSL,"April 4, 2016","April 4, 2016",NZ GARNET LTD,Ruatapu
8,-45.75,168.77,999.25,RL,MSL,"March 7, 2012","March 7, 2012",GLASS EARTH (NEW ZEALAND) LTD,Waikaia
8,-42.77,170.91,999.25,RL,MSL,"April 15, 2016","April 15, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.12,53.94,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-44.89,169.76,999.25,RL,MSL,"May 4, 2012","May 4, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-41.77,171.57,36,RL,MSL,"September 18, 2012","September 18, 2012",SINOWALEN MINERALS NZ LTD,Bradshaws
8,-42.76,170.93,999.25,RL,MSL,"April 18, 2016","April 18, 2016",NZ GARNET LTD,Ruatapu
8,-42.78,170.91,999.25,RL,MSL,"June 8, 2016","June 8, 2016",NZ GARNET LTD,Ruatapu
8,-45.47,170.46,660,RL,MSL,"April 27, 1988","April 27, 1988",BHP GOLD MINES NZ LTD,Lots Wife
8,-44.9,169.76,999.25,RL,MSL,"May 9, 2012","May 9, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-45.44,170.55,415,RL,MSL,"November 10, 1988","November 10, 1988",BHP GOLD MINES NZ LTD,Stoneburn
8,-42.76,170.92,999.25,RL,MSL,"April 18, 2016","April 18, 2016",NZ GARNET LTD,Ruatapu
8,-42.73,171.12,56.79,RL,MSL,"January 2, 1939","January 1, 1949",ARAHURA GOLD DREDGING LTD,Arahura River
8,-45.75,168.77,999.25,RL,MSL,"March 7, 2012","March 7, 2012",GLASS EARTH (NEW ZEALAND) LTD,Waikaia
8,-37.38,175.87,881.45,RL,MSL,"October 22, 2007","November 1, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-44.89,169.76,999.25,RL,MSL,"May 1, 2012","May 1, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-45.44,170.56,423.4,RL,MSL,"November 9, 1988","November 9, 1988",BHP GOLD MINES NZ LTD,Stoneburn
8,-42.78,170.9,999.25,RL,MSL,"April 4, 2016","April 4, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 20, 2016","April 20, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.91,999.25,RL,MSL,"April 14, 2016","April 14, 2016",NZ GARNET LTD,Ruatapu
8,-37.38,175.87,982,RL,MSL,"October 26, 2008","November 5, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
8,-45.76,168.82,210,RL,MSL,"February 25, 2014","February 25, 2014",WAIKAIA GOLD LTD,Waikaia
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 20, 2016","April 20, 2016",NZ GARNET LTD,Ruatapu
8,-42.76,170.92,999.25,RL,MSL,"April 19, 2016","April 19, 2016",NZ GARNET LTD,Ruatapu
8,-44.89,169.76,999.25,RL,MSL,"May 7, 2012","May 7, 2012",GLASS EARTH (NEW ZEALAND) LTD,St Bathans
8,-42.77,170.91,999.25,RL,MSL,"April 14, 2016","April 14, 2016",NZ GARNET LTD,Ruatapu
8,-42.77,170.91,999.25,RL,MSL,"April 1, 2016","April 1, 2016",NZ GARNET LTD,Ruatapu
8,-46.34,167.82,,SL,MSL,"October 31, 2012","March 30, 2013",Glass Earth (New Zealand) Limited ,unknown
8,-45.83,169.51,,RL,AMSL,"January 20, 2022","January 25, 2022",Peter Fraser Hall,Beaumont
8,-42.89,170.8,13.08,UNKNOWN,MSL,"August 6, 2003","August 6, 2003",Birchfields Ross Mining Ltd,Ross Wetland
8,-42.89,170.8,7.33,UNKNOWN,MSL,"August 5, 2003","August 5, 2003",Birchfields Ross Mining Ltd,Ross Wetland
8,-42.89,170.8,8.03,UNKNOWN,MSL,"August 5, 2003","August 5, 2003",Birchfields Ross Mining Ltd,Ross Wetland
8,-42.89,170.8,8.32,UNKNOWN,MSL,"August 5, 2003","August 5, 2003",Birchfields Ross Mining Ltd,Ross Wetland
8,-42.89,170.8,9.22,UNKNOWN,MSL,"August 6, 2003","August 6, 2003",Birchfields Ross Mining Ltd,Ross Wetland
8,-42.89,170.81,6.36,UNKNOWN,MSL,"July 30, 2003","July 30, 2003",Birchfields Ross Mining Ltd,Ross Wetland
8,-38.37,174.4,-999.25,RL,MSL,"January 1, 2012","February 1, 2012",TRANS-TASMAN RESOURCES LIMITED,Project Blackstorm
8,-38.35,174.61,-999.25,RL,MSL,"January 1, 2012","February 1, 2012",TRANS-TASMAN RESOURCES LIMITED,Project Blackstorm
7.97,-37.39,175.87,"1,098.87",RL,MSL,"June 21, 2017","June 21, 2017",OCEANA GOLD,Favona
7.96,-37.39,175.87,"1,098.34",RL,MSL,"June 22, 2017","June 22, 2017",OCEANA GOLD,Favona
7.95,-37.35,175.86,151.01,DF,MSL,"September 1, 2020","September 1, 2020",OceanaGold New Zealand Ltd,Waihi North
7.95,-37.35,175.86,152.39,DF,MSL,"September 9, 2020","September 9, 2020",OceanaGold New Zealand Ltd,Waihi North
7.9,-37.38,175.87,865,RL,MSL,"May 1, 2008","May 30, 2008",WAIHI GOLD MINING CO LTD,Favona Mining Area
7.9,-37.39,175.86,922.99,RL,MSL,"January 8, 2009","January 18, 2009",WAIHI GOLD MINING CO LTD,Favona Mining Area
7.8,-37.38,175.87,893.92,RL,MSL,"August 8, 2007","August 18, 2007",WAIHI GOLD MINING CO LTD,Favona Mining Area
7.8,-42.16,171.32,9,RL,MSL,"November 25, 2015","February 1, 2017",BARRYTOWN JV LIMITED,Barrytown
7.78,-37.39,175.86,"1,119.47",RL,MSL,"June 16, 2017","June 16, 2017",OCEANA GOLD,Favona
7.7,-42.18,171.32,20,RL,MSL,"November 25, 2015","February 1, 2017",BARRYTOWN JV LIMITED,Barrytown
7.65,-37.44,175.72,172.97,RL,MSL,"February 1, 1984","February 1, 1984",NZ GOLDFIELDS LTD,Talisman
7.62,-42.15,171.33,4.55,RL,MSL,"November 1, 1991","November 10, 1991",WESTLAND ILMENITE LTD,Westland Ilmenite
7.6,-42.16,171.32,11,RL,MSL,"November 25, 2015","February 1, 2017",BARRYTOWN JV LIMITED,Barrytown
7.6,-42.19,171.32,15,RL,MSL,"November 25, 2015","February 1, 2017",BARRYTOWN JV LIMITED,Barrytown
7.6,-46.34,167.82,999.25,RL,MSL,"January 11, 2013","January 11, 2013",GLASS EARTH (NEW ZEALAND) LTD,Southland
7.6,-42.19,171.32,15,RL,MSL,"November 25, 2015","February 1, 2017",BARRYTOWN JV LIMITED,Barrytown
