Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
0,-41.74,171.85,0,KB,MSL,"July 10, 1984",,STATE COAL MINES,Buller
0,-37.59,175.07,93.87,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.35,171.29,301.44,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
0,-37.6,175.06,89.41,KB,MSL,"November 23, 1985",,UNKNOWN,Rotowaro
0,-37.6,175.04,139.32,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.59,175.09,40.51,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.09,100.61,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.07,47.09,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.09,92.75,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.09,97.56,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.59,171.99,230,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
0,-42.11,171.88,214.7,KB,MSL,"March 30, 1988",,MULLKEN MINING LTD.,Reefton
0,-37.6,175.07,47.54,KB,MSL,"November 21, 1984",,UNKNOWN,Rotowaro
0,-37.6,175.06,99.2,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.55,175.04,64,KB,MSL,"January 1, 1952",,UNKNOWN,Rotowaro
0,-37.6,175.08,56.53,KB,MSL,"October 18, 1984",,UNKNOWN,Rotowaro
0,-38.68,174.81,147.4,KB,MSL,"May 13, 1982",,MINES DEPARTMENT MINISTRY OF ENERGY,Mokau
0,-38.09,175.01,134,KB,MSL,"December 10, 1984",,UNKNOWN,Kawhia
0,-37.59,175.08,19.93,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.58,175.07,61.38,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.61,175.05,112,KB,MSL,"February 28, 1961",,UNKNOWN,Rotowaro
0,-37.6,175.05,120,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.06,130.6,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.09,80.46,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.78,171.79,640,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.9,175.09,48.3,KB,MSL,"December 18, 1977",,UNKNOWN,Whatawhata
0,-37.54,175.13,20.17,KB,MSL,"January 1, 1900",,UNKNOWN,Huntly
0,-42.35,171.29,279.19,KB,MSL,"November 2, 1967",,UNKNOWN,Greymouth
0,-37.22,175.1,8.22,KB,MSL,"July 27, 1983",,UNKNOWN,Whangamarino
0,-37.59,175.07,31.05,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.06,124.05,KB,MSL,"November 30, 1951",,UNKNOWN,Rotowaro
0,-37.59,175.07,31.82,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.5,175.06,13.11,KB,MSL,"March 6, 1986",,UNKNOWN,Huntly
0,-37.27,175.18,31.9,KB,MSL,"December 18, 1952",,UNKNOWN,Maramarua
0,-37.62,175.1,75.94,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.04,130.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.08,21.51,KB,MSL,"January 1, 1900",,NZ GEOLOGICAL SURVEY,Rotowaro
0,-42.36,171.29,169.77,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
0,-37.57,175.04,95,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.08,21.31,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.59,175.08,23.92,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.53,175.04,67.4,KB,MSL,"August 16, 1979",,UNKNOWN,Rotowaro
0,-37.49,175.19,6.9,KB,MSL,"May 13, 1978",,UNKNOWN,Waikare
0,-38.11,175.07,149.1,KB,MSL,"January 1, 1966",,UNKNOWN,Kawhia
0,-37.54,175.13,36.9,KB,MSL,"May 11, 1978",,UNKNOWN,Huntly
0,-46.27,168.4,29,KB,MSL,"November 28, 1977",,UNKNOWN,Makarewa
0,-38.82,174.89,286.1,KB,MSL,"January 1, 1986",,UNKNOWN,Tangarakau-Ohura
0,-37.27,175.17,10.4,KB,MSL,"January 1, 1956",,UNKNOWN,Maramarua
0,-46.39,168.57,41.1,KB,MSL,"June 7, 1977",,UNKNOWN,Waimatua
0,-37.61,175.07,83.91,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.61,175.04,0,KB,MSL,"January 1, 1945",,UNKNOWN,Rotowaro
0,-37.6,175.05,135.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.67,171.87,881.5,KB,MSL,"January 1, 1900",,MINES DEPARTMENT,Buller
0,-37.29,175.17,35.1,KB,MSL,"January 1, 1950",,UNKNOWN,Maramarua
0,-41.72,171.87,0,KB,MSL,"January 1, 1987",,COAL CORPORATION OF NEW ZEALAND,Buller
0,-37.53,175.12,30.06,KB,MSL,"August 5, 1983",,UNKNOWN,Huntly
0,-42.11,171.87,0,KB,MSL,"January 1, 1900",,LIME & MARBLE LTD,Reefton
0,-37.54,175.16,10.19,KB,MSL,"April 30, 1986",,UNKNOWN,Huntly
0,-46.06,168.92,78,KB,MSL,"July 1, 1977",,UNKNOWN,Gore
0,-37.5,175.18,11.7,KB,MSL,"January 1, 1979",,UNKNOWN,Waikare
0,-37.47,175.12,8.1,KB,MSL,"February 2, 1978",,UNKNOWN,Huntly
0,-37.6,175.06,119.8,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.57,175.03,60.78,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.5,175.05,11.8,KB,MSL,"December 8, 1975",,UNKNOWN,Huntly
0,-37.6,175.05,121.4,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.33,168.32,6.6,KB,MSL,"November 18, 1977",,UNKNOWN,Makarewa
0,-42.36,171.29,188.36,KB,MSL,"October 9, 1966",,UNKNOWN,Greymouth
0,-37.59,175.08,22.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-38.11,175.09,159.4,KB,MSL,"January 1, 1977",,FLETCHER TIMBER CO LTD,Kawhia
0,-37.52,175.03,27.9,KB,MSL,"May 21, 1980",,STATE COAL MINES,Rotowaro
0,-42.34,171.29,0,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
0,-42.4,171.26,93.57,KB,MSL,"January 1, 1900",,UNKNOWN,Greymouth
0,-37.59,175.08,22.55,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.58,175.05,123.44,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.5,175.19,11,KB,MSL,"May 30, 1985",,STATE COAL MINES,Waikare
0,-37.29,175.17,22.6,KB,MSL,"January 1, 1950",,UNKNOWN,Maramarua
0,-41.67,171.86,935.7,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-42.38,171.27,147.2,KB,MSL,"November 4, 2002",,SOLID ENERGY NEW ZEALAND LTD,Greymouth
0,-37.6,175.05,143,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-45.91,167.96,254.26,KB,MSL,"January 1, 1900",,UNKNOWN,Ohai
0,-37.53,175.17,8.61,KB,MSL,"March 2, 1984",,UNKNOWN,Huntly
0,-38.11,175.09,166.4,KB,MSL,"January 1, 1977",,FLETCHER TIMBER CO LTD,Kawhia
0,-37.6,175.07,57.6,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.35,171.28,201.16,KB,MSL,"October 2, 1944",,UNKNOWN,Greymouth
0,-37.61,175.06,73.46,KB,MSL,"June 30, 1949",,UNKNOWN,Rotowaro
0,-42.1,171.88,222.47,KB,MSL,"March 24, 2004",,LIME & MARBLE LTD,Reefton
0,-37.26,175.18,34,KB,MSL,"August 15, 1949",,UNKNOWN,Maramarua
0,-42.37,171.31,226.46,KB,MSL,"January 13, 1985",,STATE COAL MINES,Greymouth
0,-37.49,175.18,19.09,KB,MSL,"May 7, 1980",,STATE COAL MINES,Waikare
0,-45.92,167.97,190.5,KB,MSL,"January 1, 1900",,UNKNOWN,Ohai
0,-46.22,168.68,113.5,KB,MSL,"August 18, 1977",,UNKNOWN,Morton-Mains
0,-37.6,175.07,72.42,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.27,169.88,81.91,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-37.52,175.17,37.24,KB,MSL,"June 21, 1985",,UNKNOWN,Huntly
0,-37.6,175.07,58.08,KB,MSL,"December 17, 1985",,UNKNOWN,Rotowaro
0,-42.38,171.28,332.99,KB,MSL,"December 4, 2000",,GREYMOUTH COAL LTD,Greymouth
0,-37.54,175.17,31.41,KB,MSL,"January 20, 1976",,UNKNOWN,Huntly
0,-37.46,175.13,8.3,KB,MSL,"November 23, 1982",,UNKNOWN,Huntly
0,-37.6,175.06,80.92,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-38.78,174.9,303.1,KB,MSL,"January 1, 1900",,UNKNOWN,Tangarakau-Ohura
0,-37.52,175.08,49,KB,MSL,"March 3, 1973",,UNKNOWN,Huntly
0,-37.62,175.06,115,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.36,171.28,134.41,KB,MSL,"August 27, 1965",,UNKNOWN,Greymouth
0,-37.46,175.2,6.7,KB,MSL,"December 15, 1978",,UNKNOWN,Waikare
0,-38.11,175.09,178.5,KB,MSL,"January 1, 1977",,FLETCHER TIMBER CO LTD,Kawhia
0,-37.57,175.12,10.1,KB,MSL,"November 19, 1979",,STATE COAL MINES,Huntly
0,-37.6,175.06,91.97,KB,MSL,"June 20, 1975",,UNKNOWN,Rotowaro
0,-37.6,175.06,78.79,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.55,175.04,104.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.54,175.11,44.56,KB,MSL,"January 17, 1975",,UNKNOWN,Huntly
0,-42.35,171.28,140.2,KB,MSL,"June 17, 1966",,UNKNOWN,Greymouth
0,-46.27,169.89,61.16,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-37.59,175.08,20.54,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.48,175.13,7.4,KB,MSL,"October 12, 1976",,UNKNOWN,Huntly
0,-46.32,168.73,81.2,KB,MSL,"August 17, 1977",,UNKNOWN,Edendale
0,-37.55,175.15,10.7,KB,MSL,"January 1, 1900",,UNKNOWN,Huntly
0,-37.59,175.05,149.4,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.05,113.3,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.1,72.6,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.56,175.04,47.24,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.05,125,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-45.93,167.93,157.9,KB,MSL,"January 1, 1900",,UNKNOWN,Ohai
0,-37.6,175.07,51,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.48,175.19,6.26,KB,MSL,"January 1, 1981",,UNKNOWN,Waikare
0,-37.62,175.09,90.98,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.35,171.29,212.14,KB,MSL,"October 21, 1967",,UNKNOWN,Greymouth
0,-42.39,171.26,32,KB,MSL,"October 20, 1910",,UNKNOWN,Greymouth
0,-38.5,175.4,421.6,KB,MSL,"April 1, 1996","April 29, 1996",COAL CORPORATION OF NEW ZEALAND,Mangapehi
0,-37.61,175.08,92.23,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.78,171.79,640,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.59,175.06,124.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.1,80.52,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.27,175.17,10.1,KB,MSL,"January 1, 1956",,UNKNOWN,Maramarua
0,-37.61,175.03,147,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.58,175.07,43.92,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.23,168.71,119.9,KB,MSL,"August 24, 1977",,UNKNOWN,Mataura
0,-37.48,175.2,7.11,KB,MSL,"June 20, 1980",,STATE COAL MINES,Waikare
0,-37.27,175.18,15.2,KB,MSL,"January 1, 1948",,UNKNOWN,Maramarua
0,-37.55,175.04,89.61,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.68,171.86,919,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.5,175.11,8.6,KB,MSL,"February 11, 1976",,UNKNOWN,Huntly
0,-38.69,174.77,19.58,KB,MSL,"May 27, 1983",,UNKNOWN,Mokau
0,-46.08,168.87,154.2,KB,MSL,"August 24, 1977",,UNKNOWN,Gore
0,-37.6,175.08,64.21,KB,MSL,"November 1, 1984",,UNKNOWN,Rotowaro
0,-37.56,175.04,55.81,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.57,175.04,101.16,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.08,34.78,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.53,175.15,10.7,KB,MSL,"May 31, 1949",,UNKNOWN,Huntly
0,-37.27,175.16,9.7,KB,MSL,"June 24, 1953",,UNKNOWN,Maramarua
0,-37.54,175.11,19.81,KB,MSL,"July 13, 1983",,UNKNOWN,Huntly
0,-37.58,175.07,92.56,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.4,171.27,0,KB,MSL,"January 1, 1900",,UNKNOWN,Greymouth
0,-38.63,174.79,337.6,KB,MSL,"January 8, 1983",,UNKNOWN,Mokau
0,-37.59,175.07,87.26,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-45.89,168.73,131.8,KB,MSL,"October 3, 1978",,MINES DEPARTMENT,Croydon
0,-37.6,175.06,85.07,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.74,171.86,589,KB,MSL,"May 1, 1944",,LIME & MARBLE LTD,Buller
0,-37.62,175.09,106.46,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.08,23.19,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.28,175.21,8.8,KB,MSL,"January 1, 1953",,UNKNOWN,Maramarua
0,-37.48,175.12,18.9,KB,MSL,"March 3, 1978",,UNKNOWN,Huntly
0,-41.68,171.9,677.3,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.48,175.19,5.9,KB,MSL,"February 14, 1985",,UNKNOWN,Waikare
0,-38.49,175.4,430.8,KB,MSL,"March 1, 1996","March 16, 1996",COAL CORPORATION OF NEW ZEALAND,Mangapehi
0,-37.52,175.16,11.4,KB,MSL,"February 26, 1969",,UNKNOWN,Huntly
0,-42.39,171.27,145,KB,MSL,"March 5, 2001",,GREYMOUTH COAL LTD,Greymouth
0,-37.62,175.09,67.11,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.09,74.64,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46,169.13,140,KB,MSL,"July 5, 1978",,UNKNOWN,Gore
0,-37.62,175.1,81.93,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.27,175.17,21,KB,MSL,"January 1, 1955",,UNKNOWN,Maramarua
0,-37.54,175.03,133.5,KB,MSL,"September 6, 1978",,UNKNOWN,Rotowaro
0,-41.75,171.79,645,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.62,175.09,101.77,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-38.11,175.07,159.3,KB,MSL,"June 4, 1954",,UNKNOWN,Kawhia
0,-37.6,175.04,125.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.38,171.31,324.61,KB,MSL,"June 2, 1944",,COAL SURVEY COMMITTEE,Greymouth
0,-37.25,175.19,33.26,KB,MSL,"June 17, 1983",,UNKNOWN,Maramarua
0,-37.52,175.09,22,KB,MSL,"December 16, 1974",,UNKNOWN,Huntly
0,-37.6,175.08,37.76,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.59,175.05,140.9,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.56,175.14,10.29,KB,MSL,"December 16, 1983",,UNKNOWN,Rotowaro
0,-46.24,169.91,55.47,KB,MSL,"January 2, 1956",,UNKNOWN,Kaitangata
0,-42.35,171.31,0,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
0,-41.77,171.77,755,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.61,175.08,81.93,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.49,175.11,6.5,KB,MSL,"February 8, 1977",,UNKNOWN,Huntly
0,-37.61,175.09,27.37,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.61,175.09,54.65,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.28,169.9,89.31,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-42.22,171.45,0,KB,MSL,"April 18, 1983",,PIKE RIVER COAL CO LTD,Pike River
0,-41.63,171.88,287.1,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.27,175.16,7.9,KB,MSL,"January 1, 1955",,UNKNOWN,Whangamarino
0,-37.42,175.08,7.09,KB,MSL,"September 12, 1980",,STATE COAL MINES,Huntly
0,-37.47,175.18,6.87,KB,MSL,"April 3, 1981",,UNKNOWN,Waikare
0,-37.6,175.08,22.13,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.58,175.05,113.05,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.52,175.1,25.18,KB,MSL,"May 21, 1986",,UNKNOWN,Huntly
0,-37.54,175.18,14.9,KB,MSL,"January 1, 1900",,UNKNOWN,Huntly
0,-41.67,171.87,809.89,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-38.69,174.83,250.7,KB,MSL,"June 19, 1983",,NZ GEOLOGICAL SURVEY,Mokau
0,-37.6,175.08,25.66,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.06,118.56,KB,MSL,"January 31, 1949",,UNKNOWN,Rotowaro
0,-42.34,171.28,0,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
0,-37.6,175.05,133.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-38.1,175.07,141.5,KB,MSL,"April 28, 1954",,UNKNOWN,Kawhia
0,-37.26,175.17,18.9,KB,MSL,"January 1, 1955",,UNKNOWN,Maramarua
0,-41.77,171.8,618,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-41.69,171.86,926,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-46.32,169.91,0,KB,MSL,"January 2, 1901",,UNKNOWN,Kaitangata
0,-37.26,175.18,17.5,KB,MSL,"December 6, 1952",,UNKNOWN,Maramarua
0,-37.6,175.08,35.5,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.53,175.14,11.5,KB,MSL,"November 2, 1978",,UNKNOWN,Huntly
0,-37.61,175.09,75.5,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.47,175.11,8,KB,MSL,"November 7, 1978",,UNKNOWN,Huntly
0,-37.6,175.05,123.8,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.07,82,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.49,175.14,16.8,KB,MSL,"June 17, 1976",,UNKNOWN,Huntly
0,-46.27,169.88,67.67,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-37.26,175.18,63.3,KB,MSL,"August 10, 1979",,UNKNOWN,Maramarua
0,-37.26,175.19,68.9,KB,MSL,"January 1, 1955",,UNKNOWN,Maramarua
0,-37.6,175.05,132.8,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.68,171.86,900.7,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-38.11,175.09,205,KB,MSL,"January 1, 1977",,FLETCHER TIMBER CO LTD,Kawhia
0,-37.47,175.19,6.5,KB,MSL,"May 17, 1978",,UNKNOWN,Waikare
0,-37.26,175.21,18.3,KB,MSL,"March 23, 1978",,UNKNOWN,Maramarua
0,-37.52,175.16,10.83,KB,MSL,"June 20, 1980",,STATE COAL MINES,Huntly
0,-37.62,175.1,91.8,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.27,169.89,77.8,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-37.55,174.99,119.2,KB,MSL,"November 24, 1977",,UNKNOWN,Rotowaro
0,-37.62,175.1,71.81,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.54,175.18,12,KB,MSL,"March 13, 1970",,UNKNOWN,Huntly
0,-45.93,167.94,167.37,KB,MSL,"January 1, 1900",,UNKNOWN,Ohai
0,-42.38,171.26,0,KB,MSL,"January 1, 1900",,UNKNOWN,Greymouth
0,-37.58,175.07,43.98,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-44.96,169.71,0,KB,MSL,"October 17, 1978",,MINES DEPARTMENT,Manuherikia
0,-37.59,175.08,25.76,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.48,175.11,7.8,KB,MSL,"April 6, 1978",,UNKNOWN,Huntly
0,-37.6,175.08,30.85,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.4,175.1,63.5,KB,MSL,"October 18, 1979",,UNKNOWN,Huntly
0,-37.58,175.03,224.34,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.1,69.67,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.49,175.09,7.2,KB,MSL,"February 15, 1977",,UNKNOWN,Huntly
0,-37.27,175.21,35.1,KB,MSL,"January 1, 1949",,UNKNOWN,Maramarua
0,-37.44,175.12,7.1,KB,MSL,"May 26, 1979",,UNKNOWN,Huntly
0,-37.62,175.1,107.63,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.56,175.04,94.12,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.24,169.91,52.12,KB,MSL,"January 2, 1956",,UNKNOWN,Kaitangata
0,-38.29,175.28,157,KB,MSL,"March 14, 1984",,UNKNOWN,Te Kuiti
0,-37.53,175.09,37.21,KB,MSL,"May 19, 1973",,UNKNOWN,Huntly
0,-46.28,169.9,89.31,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-37.6,175.06,124.9,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-38.1,175.07,141.9,KB,MSL,"February 28, 1978",,UNKNOWN,Kawhia
0,-37.5,175.19,10.82,KB,MSL,"March 25, 1977",,UNKNOWN,Waikare
0,-37.6,175.05,145.1,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.08,30.78,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-41.68,171.86,919.3,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.6,175.08,50.67,KB,MSL,"February 25, 1986",,UNKNOWN,Rotowaro
0,-37.49,175.18,6.5,KB,MSL,"April 3, 1979",,UNKNOWN,Waikare
0,-37.5,175.19,9.04,KB,MSL,"June 6, 1978",,UNKNOWN,Waikare
0,-37.6,175.05,135.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.27,175.17,14.6,KB,MSL,"January 1, 1955",,UNKNOWN,Maramarua
0,-38.07,175,168.35,KB,MSL,"March 5, 1980",,STATE COAL MINES,Kawhia
0,-37.54,175.1,27.63,KB,MSL,"March 7, 1975",,UNKNOWN,Huntly
0,-37.59,175.05,137.1,KB,MSL,"December 14, 1985",,UNKNOWN,Rotowaro
0,-41.76,171.77,635,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.42,175.02,80.5,KB,MSL,"November 23, 1976",,UNKNOWN,Huntly
0,-37.58,175.07,79.79,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-38.11,175.06,175,KB,MSL,"January 1, 1966",,UNKNOWN,Kawhia
0,-37.58,175.07,76.96,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.52,175.08,20.35,KB,MSL,"October 2, 1981",,UNKNOWN,Huntly
0,-37.52,175.12,14.61,KB,MSL,"May 5, 1986",,UNKNOWN,Huntly
0,-37.49,175.2,7.81,KB,MSL,"February 18, 1977",,UNKNOWN,Waikare
0,-37.58,175.02,216,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.27,169.88,62.18,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-37.59,175.05,140.2,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.62,175.04,143.87,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.59,175.07,27.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-46.29,169.86,79.55,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-42.35,171.28,233.17,KB,MSL,"January 2, 1934",,UNKNOWN,Greymouth
0,-46.26,169.87,93.27,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-46.27,169.89,64.41,KB,MSL,"January 1, 1900",,UNKNOWN,Kaitangata
0,-38.1,175.07,136,KB,MSL,"November 10, 1970",,UNKNOWN,Kawhia
0,-41.64,171.89,338.6,KB,MSL,"January 1, 1900",,UNKNOWN,Buller
0,-37.26,175.17,7.9,KB,MSL,"March 4, 1953",,UNKNOWN,Maramarua
0,-37.58,175.07,107.96,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-42.35,171.29,0,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
0,-37.58,175.04,95.95,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.59,175.05,140.1,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.04,141.7,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.6,175.05,117.4,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.59,175.08,19.93,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.61,175.08,28,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.25,175.19,49.7,KB,MSL,"April 24, 1953",,UNKNOWN,Maramarua
0,-37.57,175.14,10.43,KB,MSL,"December 15, 1983",,UNKNOWN,Rotowaro
0,-37.58,175.04,122.1,KB,MSL,"January 1, 1900",,UNKNOWN,Rotowaro
0,-37.24,175.2,42.4,KB,MSL,"May 6, 1977",,UNKNOWN,Maramarua
0,-45.93,167.93,160.06,KB,MSL,"January 1, 1948",,UNKNOWN,Ohai
0,-42.35,171.29,0,KB,MSL,"January 2, 1901",,UNKNOWN,Greymouth
