Total Depth (m),Title,Purpose,Latitude,Longitude,EPSG,Elevation,Reference Point,Datum,UWI,Result,Start Date,End Date,Operator
771,Tiwakawaka-1,exploration,-39.22,174.53,"4,326",205,KB,MSL,100000528975,oil shows,"November 19, 2004","December 2, 2004",GREYMOUTH PETROLEUM LTD
769.9,Republic New Plymouth-3,appraisal,-39.06,174.04,"4,326",6.7,DF,MSL,100000320198,gas,"September 2, 1976","October 29, 1976",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
764,Bonithon-2,exploration,-39.06,174.06,"4,326",12.28,KB,MSL,100000113272,gas shows,"January 1, 1913","December 31, 1913",BONITHON FREEHOLD PETROLEUM LTD
753,MacDonald-1,exploration,-42.44,171.27,"4,326",60,RT,MSL,100000789179,dry,"November 14, 2007","December 5, 2007",MACDONALD INVESTMENTS LTD
747,Waituna-1,exploration,-39.2,174.54,"4,326",188.8,DF,MSL,100000669509,dry,"July 17, 2009","July 27, 2009",GREYMOUTH PETROLEUM LTD
742.9,Tahora-2,exploration,-39.04,174.81,"4,326",188,COLLAR,MSL,100000709781,dry,"March 26, 2010","April 13, 2010",SOLID ENERGY NEW ZEALAND LTD
740.2,Putikituna-1,exploration,-39.13,174.8,"4,326",122.6,COLLAR,MSL,100000712768,gas shows,"January 20, 2011","March 16, 2011",SOLID ENERGY NEW ZEALAND LTD
739,Glenn Creek-1,exploration,-42.56,171.44,"4,326",125.6,KB,MSL,100000113307,dry,"September 14, 1985","September 29, 1985",PETROLEUM RESOURCES LTD (NZOG)
727.3,Egmont-6,appraisal,-39.06,174.04,"4,326",12.2,KB,MSL,100000320195,oil shows,"May 1, 1955","July 1, 1955",EGMONT OIL WELLS LTD
715,Taranaki Petroleum-1 (1904),exploration,-39.06,174.04,"4,326",0,KB,MSL,100000320185,gas shows,"July 3, 1904","November 28, 1905",TARANAKI PETROLEUM CO
710,Arnold River-1,exploration,-42.55,171.44,"4,326",93.44,DF,MSL,100000113304,dry,"January 6, 1985","January 18, 1985",PETROLEUM RESOURCES LTD (NZOG)
706.12,Blair-1,exploration,-37.5,175.08,"4,326",11.89,KB,MSL,100000705478,unknown,"August 18, 2009","September 10, 2009",SOLID ENERGY NEW ZEALAND LTD
705,Speedy-1A,exploration,-39.98,176.46,"4,326",160,KB,MSL,100000787715,no info,"July 15, 2000","July 17, 2000",INDO-PACIFIC ENERGY (NZ) LTD
700.52,MacDonald-2,exploration,-42.45,171.28,"4,326",57.3,RT,MSL,100000681364,dry,"December 10, 2007","January 13, 2008",MACDONALD INVESTMENTS LTD
697,Mawhera-1,exploration,-42.5,171.46,"4,326",251.1,DF,MSL,100000113178,dry,"February 4, 1985","February 18, 1985",PETROLEUM RESOURCES LTD (NZOG)
688.9,Moturoa-3,appraisal,-39.06,174.05,"4,326",9.5,KB,MSL,100000320190,oil/gas,"November 7, 1932","May 31, 1933",MOTUROA OILFIELDS LTD
685.5,Rakaiatai-1,exploration,-40.15,176.2,"4,326",289,KB,MSL,100000022165,dry,"June 9, 1969","June 19, 1969",BP SHELL AQUITAINE TODD PD LTD
683.45,Mangapehi-1,exploration,-38.28,175.23,"4,326",429,GL,MSL,100000704657,gas shows,"May 18, 2009","July 6, 2009",L & M COAL SEAM GAS LIMITED
682.5,OM-7A,appraisal,-45.95,167.96,"4,326",190.73,RT,MSL,100000730628,unknown,"March 6, 2011","April 6, 2011",L & M COAL SEAM GAS LIMITED
681.5,Dobson-1,exploration,-39.06,174.04,"4,326",12.19,DF,MSL,100000320196,oil,"August 2, 1948","February 25, 1949",NZ OIL REFINERIES LTD
679.15,Taipo Creek-1,exploration,-42.56,171.45,"4,326",123.67,DF,MSL,100000113302,dry,"January 22, 1985","January 31, 1985",PETROLEUM RESOURCES LTD (NZOG)
678.2,Egmont-5,exploration,-39.06,174.04,"4,326",13.8,KB,MSL,100000320194,shows,"January 1, 1954","June 30, 1954",EGMONT OIL WELLS LTD
666.3,Moturoa-4,appraisal,-39.06,174.04,"4,326",8.5,KB,MSL,100000320191,gas shows,"September 25, 1933","May 19, 1934",MOTUROA OILFIELDS LTD
665.3,Oamaru-2,exploration,-45.05,171,"4,326",0,KB,MSL,100000113187,dry,"January 1, 1957","January 1, 1961",BP SHELL TODD PETROLEUM DEV. LTD
664.46,Waitangi-2,exploration,-38.33,177.9,"4,326",400,KB,MSL,100000113564,dry,"May 11, 1931","October 31, 1931",TARANAKI OILFIELDS LTD
661,Chertsey Bore,exploration,-43.81,171.94,"4,326",0,KB,MSL,100000021897,unknown,"October 22, 1914","September 16, 1921",CANTERBURY PETROLEUM PROSPECTING CO LTD
659.65,Whitianga-2,exploration,-39.08,174.82,"4,326",129,KB,MSL,100000709775,dry,"February 12, 2010","February 26, 2010",SOLID ENERGY NEW ZEALAND LTD
648.3,Moturoa-2,appraisal,-39.06,174.04,"4,326",5.5,KB,MSL,100000113275,oil,"March 7, 1931","December 31, 1931",MOTUROA OILFIELDS LTD
645,OM-5,appraisal,-45.95,167.95,"4,326",138.9,DF,MSL,100000710055,shows,"December 16, 2010","April 6, 2011",L & M COAL SEAM GAS LIMITED
641.9,Mangatawa-1,exploration,-37.69,176.25,"4,326",0,KB,MSL,100000022172,dry,"March 28, 1962","January 1, 1963",BROWN BROS LTD
640,Blenheim-2,exploration,-39.06,174.04,"4,326",0,KB,MSL,100000113274,oil,"January 1, 1930","January 1, 1931",BLENHEIM OILWELL RECLAMATION CO LTD
637.03,Blackwater-1,exploration,-41.84,172.4,"4,326",245,KB,MSL,100000021896,oil/gas,"March 25, 1968","April 19, 1968",AUSTRALIAN OIL CORPORATION (NEW ZEALAND)
635.2,Ohura-1,exploration,-38.83,174.97,"4,326",155.75,RT,MSL,100000021885,dry,"January 22, 1964","March 6, 1964",SHELL BP AND TODD OIL SERVICES LTD
632.06,Kohuratahi-2,exploration,-39.1,174.83,"4,326",114.6,KB,MSL,100000712758,unknown,"November 16, 2010","March 30, 2011",SOLID ENERGY NEW ZEALAND LTD
627,Te Hoe-1,exploration,-39.03,176.82,"4,326",306.9,KB,MSL,100000113202,gas shows,"June 27, 1990","July 30, 1990",NZ AQUITAINE PETROLEUM LTD
626,Samuel Syndicate-5,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000502393,unknown,"January 1, 1897","January 1, 1898",UNKNOWN
625.75,Kaiaka-1,exploration,-35.11,173.45,"4,326",83.8,GL,MSL,100000320201,gas shows,"August 12, 1957","December 3, 1957",HYDE OIL (KAITAIA) LTD
625.1,Rotokautuku-1,exploration,-37.88,178.31,"4,326",60,KB,MSL,100000022159,gas shows,"January 28, 1972","March 13, 1972",NZ AQUITAINE PETROLEUM LTD
625,Samuel Syndicate-8,exploration,-39.06,174.04,"4,326",0,KB,MSL,100000502399,unknown,"January 1, 1898","January 1, 1901",UNKNOWN
621.7,Northland-1,appraisal,-35.11,173.45,"4,326",85,KB,MSL,100000021891,dry,"October 19, 1972","November 19, 1972",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
614.5,Karaka-1,exploration,-37.12,174.9,"4,326",0,KB,MSL,100000113285,dry,"July 1, 1952","September 1, 1952",P. OSHANNESSY & OTHERS
611,Dobson-2,appraisal,-39.06,174.03,"4,326",0,KB,MSL,100000320197,unknown,"January 1, 1950","December 31, 1952",NZ OIL REFINERIES LTD
611,Happy Valley-1B,exploration,-46.02,167.49,"4,326",146.67,KB,MSL,100000113199,dry,"February 7, 1988","February 10, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
609.6,Spotswood-1,exploration,-39.07,174.03,"4,326",48.2,DF,MSL,100000320183,gas shows,"December 9, 1930","January 1, 1931",NEW PLYMOUTH (NZ) OILWELLS LTD
603.97,Mangapehi-2,exploration,-38.5,175.35,"4,326",396,KB,MSL,100000676685,gas shows,"February 9, 2010","March 5, 2010",L & M COAL SEAM GAS LIMITED
598.3,Waikato-4,exploration,-37.7,175.31,"4,326",0,KB,MSL,100000021866,dry,"November 23, 1972","November 29, 1972",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
593.1,Rangiriri West-1,exploration,-37.45,175.11,"4,326",7.48,COLLAR,MSL,100000705475,unknown,"August 12, 2009","September 17, 2009",SOLID ENERGY NEW ZEALAND LTD
590.7,Koporongo-1,exploration,-39.11,175.31,"4,326",281.6,KB,MSL,100000022175,shows,"June 10, 1971","June 16, 1971",ANZPAC PETROLEUM CORP
590,Rotokautuku-5,exploration,-37.87,178.27,"4,326",0,KB,MSL,100000320146,shows,"January 1, 1886","January 1, 1887",NZ AQUITAINE PETROLEUM LTD
572,Moki-2,appraisal,-39.99,173.32,"4,326",22,KB,MSL,100000113534,dry,"January 26, 1985","February 2, 1985",TRICENTROL EXPLORATION OVERSEAS LTD
567.4,Renouf-2,exploration,-37.5,175.08,"4,326",29,KB,MSL,100000712770,gas,"February 14, 2011","February 25, 2011",SOLID ENERGY NEW ZEALAND LTD
562.4,Ron Macdonald-1,exploration,-42.46,171.31,"4,326",0,KB,MSL,100000502388,gas,"April 7, 2001","June 26, 2001",MACDONALD INVESTMENTS LTD
561,Bogle-1,exploration,-45.92,167.86,"4,326",137,KB,MSL,100000658014,unknown,"April 3, 2009","May 18, 2009",L & M PETROLEUM LTD
561,Ohai TP-6,exploration,-45.95,167.96,"4,326",160,GL,MSL,100000502227,gas shows,"May 3, 1996","May 27, 1996",SOUTHGAS RESOURCES LTD
554,KW-01,injection,-39.48,174.18,"4,326",172,RT,MSL,100000936211,water,"October 14, 1973","October 23, 1973",SHELL BP AND TODD OIL SERVICES LTD
553.75,Westgas-2,exploration,-42.46,171.32,"4,326",0,KB,MSL,100000502415,gas shows,"February 13, 1997","August 13, 1997",MACDONALD INVESTMENTS LTD
552.3,Kauhauroa-4A,exploration,-38.95,177.45,"4,326",107.1,RT,MSL,100000375676,gas shows,"March 5, 1999","April 7, 1999",WESTECH ENERGY NEW ZEALAND LTD
546.7,Beckett-2,exploration,-37.51,175.08,"4,326",23.6,KB,MSL,100000712754,gas shows,"March 14, 2011","March 22, 2011",SOLID ENERGY NEW ZEALAND LTD
543.4,Birchwood-1,exploration,-45.95,167.92,"4,326",137,KB,MSL,100000789620,gas shows,"July 23, 2007","September 8, 2007",L & M COAL SEAM GAS LIMITED
536,Kiore-1,exploration,-39.22,174.56,"4,326",185.9,DF,MSL,100000021875,dry,"November 9, 1964","November 19, 1964",SHELL BP AND TODD OIL SERVICES LTD
535.2,Washpool-1,exploration,-46.25,169.9,"4,326",148,KB,MSL,100000747972,dry,"March 16, 2012","May 8, 2012",L & M COAL LIMITED
523.4,Mako South-1,exploration,-46.2,168.49,"4,326",62,KB,MSL,100000789925,shows,"September 27, 2006","December 1, 2006",L & M COAL SEAM GAS LIMITED
520.7,E Kawhia-1,exploration,-38.09,175.05,"4,326",360,GL,MSL,100000704595,dry,"April 30, 2009","June 8, 2009",L & M COAL SEAM GAS LIMITED
520.16,Mangapiko-2,monitor,-37.43,175.1,"4,326",23,COLLAR,MSL,100000789175,gas shows,"February 21, 2008","March 1, 2008",SOLID ENERGY NEW ZEALAND LTD
517.9,Sharpridge Creek-1,exploration,-45.91,167.83,"4,326",181.3,KB,MSL,100000570496,shows,"February 6, 2006","February 22, 2006",L & M PETROLEUM LTD
517.7,Heao-1,exploration,-38.96,174.95,"4,326",171,KB,MSL,100000709786,gas shows,"April 15, 2010","May 20, 2010",L & M COAL SEAM GAS LIMITED
517.5,Mangapiko-1,exploration,-37.43,175.1,"4,326",8.51,KB,MSL,100000789174,dry,"August 11, 2005","September 12, 2005",SOLID ENERGY NEW ZEALAND LTD
514.2,Wangaloa-1,exploration,-46.25,169.93,"4,326",100,KB,MSL,100000733243,dry,"October 7, 2011","October 29, 2011",L & M COAL SEAM GAS LIMITED
513,Whitianga-1,exploration,-39.08,174.81,"4,326",152,GL,MSL,100000021873,dry,"December 16, 1963","January 19, 1964",SHELL BP AND TODD OIL SERVICES LTD
512.67,Waitangi-1 (Taranaki Oilfields),exploration,-38.35,177.9,"4,326",441.96,DF,MSL,100000113563,dry,"December 6, 1930","February 15, 1931",TARANAKI OILFIELDS LTD
512.67,Waitangi-1,exploration,-38.35,177.9,"4,326",441.96,DF,MSL,100000113563,dry,"December 6, 1930","February 15, 1931",TARANAKI OILFIELDS LTD
511.4,Taranaki Petroleum-4,exploration,-39.06,174.05,"4,326",0,KB,MSL,100000320188,dry,"January 14, 1907","October 14, 1907",TARANAKI PETROLEUM CO
507.3,Painkiller Creek-1C,exploration,-42.09,171.88,"4,326",195,RT,MSL,100000655024,dry,"March 5, 2009","March 19, 2009",CHARTWELL NZ PTY LTD
502.1,Waingaromia-2,exploration,-38.37,177.91,"4,326",89.7,KB,MSL,100000433872,dry,"May 9, 2002","May 27, 2002",INDO-PACIFIC ENERGY LTD
500.8,Takapu-1,exploration,-46.16,170.43,"4,326",31.09,KB,MSL,100000605252,unknown,"August 31, 1978","September 10, 1978",HUNT INTERNATIONAL PETROLEUM CO NZ
500,OL-1,exploration,-45.95,167.96,"4,326",162,KB,MSL,100000789930,dry,"February 25, 2005","March 11, 2005",L & M COAL SEAM GAS LIMITED
498,Centre Bush-1,exploration,-46.04,168.35,"4,326",0,KB,MSL,100000113191,unknown,"January 1, 1932","January 1, 1932",UNKNOWN
487,Boar Hill Stratigraphic-1R,exploration,-40.26,176.49,"4,326",142.7,GL,MSL,100000666738R,gas shows,"September 14, 2009","September 18, 2009",TRANS ORIENT PETROLEUM
487,Renouf-1,exploration,-37.5,175.09,"4,326",38,KB,MSL,100000712769,gas,"February 25, 2011","March 4, 2011",SOLID ENERGY NEW ZEALAND LTD
478.5,Rangitaike-1A,exploration,-38.85,176.41,"4,326",681,KB,MSL,100000787714,unknown,"June 30, 1964","November 4, 1969","NEWBOLD, E.W."
475.85,Ruawaro-2,exploration,-37.48,175.09,"4,326",27.78,GL,MSL,100000789948,dry,"July 1, 2005","July 29, 2005",SOLID ENERGY NEW ZEALAND LTD
475.1,Puketaha-1,exploration,-37.73,175.34,"4,326",37.19,GL,MSL,100000021864,dry,"October 14, 1963","October 24, 1963",NZ PETROLEUM EXPLORATION CO LTD
475,Matata-1C,exploration,-37.23,175.13,"4,326",17.3,RT,MSL,100000646141,dry,"February 16, 2009","February 28, 2009",CHARTWELL NZ PTY LTD
475,Renouf-3,exploration,-37.5,175.08,"4,326",20.6,KB,MSL,100000712771,gas,"February 7, 2011","February 14, 2011",SOLID ENERGY NEW ZEALAND LTD
474.2,Mt Linton-2,exploration,-45.91,167.83,"4,326",184,RT,MSL,100000665928,shows,"June 28, 2009","July 24, 2009",L & M PETROLEUM LTD
473,Waitaanga-5,appraisal,-38.81,174.85,"4,326",401,KB,MSL,100000705473,dry,"July 29, 2009","August 2, 2009",SOLID ENERGY NEW ZEALAND LTD
470.47,Sharpridge Creek-3,exploration,-45.91,167.83,"4,326",183.3,KB,MSL,100000609205,gas shows,"May 20, 2007","May 29, 2007",L & M PETROLEUM LTD
470.04,Rotongaro-1,exploration,-37.5,175.12,"4,326",11.88,DF,MSL,100000793502,gas shows,"July 25, 2005","August 17, 2005",SOLID ENERGY NEW ZEALAND LTD
468,Samuel Syndicate-3,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000113279,unknown,"January 1, 1895","January 1, 1896",UNKNOWN
460.1,OL-2,exploration,-45.95,167.96,"4,326",160,KB,MSL,100000789931,shows,"May 10, 2006","June 9, 2006",L & M COAL SEAM GAS LIMITED
460,Bore 252,exploration,-42.46,171.3,"4,326",18.29,KB,MSL,100000502139,unknown,"January 1, 1944","July 31, 1944",NEW ZEALAND PETROLEUM CO LTD
457,Samuel Syndicate-7,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000502397,unknown,"January 1, 1898","January 1, 1900",UNKNOWN
456.31,Kaiser-1,exploration,-37.49,175.09,"4,326",10,COLLAR,MSL,100000789923,dry,"March 28, 2007","April 4, 2007",SOLID ENERGY NEW ZEALAND LTD
455.2,OM-7,appraisal,-45.95,167.96,"4,326",190.73,RT,MSL,100000787713,unknown,"January 19, 2011","April 6, 2011",L & M COAL SEAM GAS LIMITED
452.6,SC-1,exploration,-45.94,167.92,"4,326",157.5,KB,MSL,100000789949,gas shows,"February 20, 2002","February 28, 2002",L & M COAL SEAM GAS LIMITED
449.25,Te Kuiti-2,exploration,-38.29,175.18,"4,326",105,KB,MSL,100000709782,dry,"March 29, 2010","May 30, 2010",L & M COAL SEAM GAS LIMITED
448.29,Ohai TP-5,exploration,-45.95,167.96,"4,326",190,GL,MSL,100000502226,gas shows,"April 8, 1995","April 30, 1995",SOUTHGAS RESOURCES LTD
447,Sharpridge Creek-4,exploration,-45.91,167.82,"4,326",176.63,RT,MSL,100000615776,oil shows,"October 10, 2007","October 17, 2007",L & M PETROLEUM LTD
445,Corehole-10,exploration,-42.55,171.44,"4,326",0,KB,MSL,100000502140,unknown,"December 1, 1942","January 1, 1943",SUPERIOR OIL CO NZ LTD
445,Dargaville-2,appraisal,-36.09,174.08,"4,326",15.2,KB,MSL,100000113287,unknown,"June 1, 1939","June 1, 1939",NORTHERN OILFIELDS LTD
443.4,Ruawaro-1,exploration,-37.47,175.11,"4,326",7.44,GL,MSL,100000789947,dry,"June 8, 2005","June 27, 2005",SOLID ENERGY NEW ZEALAND LTD
441.9,Baco-1,exploration,-37.48,175.09,"4,326",25,COLLAR,MSL,100000789197,gas,"August 10, 2006","August 25, 2006",SOLID ENERGY NEW ZEALAND LTD
437.4,Jade-1,exploration,-37.49,175.09,"4,326",22,COLLAR,MSL,100000789921,gas shows,"September 4, 2006","September 11, 2006",SOLID ENERGY NEW ZEALAND LTD
434,MacClure-1,exploration,-38.82,175.01,"4,326",151,GL,MSL,100000789178,gas shows,"May 12, 2010","May 28, 2010",L & M COAL SEAM GAS LIMITED
432.5,Beckett-1,exploration,-37.51,175.09,"4,326",22.6,KB,MSL,100000712753,gas shows,"March 7, 2011","March 13, 2011",SOLID ENERGY NEW ZEALAND LTD
431,Groover-1,exploration,-37.48,175.09,"4,326",15,COLLAR,MSL,100000789915,gas shows,"September 19, 2006","September 27, 2006",SOLID ENERGY NEW ZEALAND LTD
430,Prospect Valley-2,exploration,-39.1,174.72,"4,326",0,KB,MSL,100000113334,gas shows,"January 1, 1929","January 1, 1931", NZ OIL SYNDICATE
429.78,OM-3,exploration,-45.95,167.96,"4,326",190.5,GL,MSL,100000704661,gas shows,"June 8, 2009","June 16, 2009",L & M COAL SEAM GAS LIMITED
422.1,Vogeltown Bore,exploration,-39.07,174.08,"4,326",0,KB,MSL,100000113268,shows,"January 1, 1907","January 1, 1909",TARANAKI OIL AND FREEHOLD CO LTD
421,Waihirere-1,exploration,-38.57,177.94,"4,326",0,KB,MSL,100000113560,unknown,"January 1, 1911","January 1, 1912",UNKNOWN
419,Mimi-1,exploration,-37.49,175.09,"4,326",16.05,GL,MSL,100000789926,gas,"August 26, 2006","September 4, 2006",SOLID ENERGY NEW ZEALAND LTD
417,Kotuku-1A,appraisal,-42.54,171.45,"4,326",94,RT,MSL,100000709776,dry,"March 2, 2010","March 23, 2010",OCEAN HARVEST INTERNATIONAL LTD
415.15,Tangarakau-9402,exploration,-39.02,174.86,"4,326",128,KB,MSL,100000789956,dry,"February 25, 2007","March 24, 2007",SOLID ENERGY NEW ZEALAND LTD
414,Jasper-1,exploration,-37.48,175.09,"4,326",7.84,COLLAR,MSL,100000789922,gas shows,"September 11, 2006","September 20, 2006",SOLID ENERGY NEW ZEALAND LTD
412.8,SC-2,exploration,-45.94,167.92,"4,326",191.5,KB,MSL,100000789950,dry,"February 1, 2002","March 1, 2002",L & M COAL SEAM GAS LIMITED
412.13,20102,exploration,-37.52,175.07,"4,326",20.66,GL,MSL,100000789912,dry,"March 22, 2010","April 5, 2010",SOLID ENERGY NEW ZEALAND LTD
409,SC-3,exploration,-45.94,167.93,"4,326",193.5,KB,MSL,100000789951,gas shows,"February 24, 2002","March 1, 2002",L & M COAL SEAM GAS LIMITED
407,Kaimata Bore,exploration,-42.52,171.41,"4,326",0,KB,MSL,100000320171,oil shows,"March 20, 1916","January 4, 1918",KOTUKU OILFIELDS SYNDICATE
405.3,Belmont-1,exploration,-45.84,167.75,"4,326",297,RF,MSL,100000659044,unknown,"April 17, 2009","June 15, 2009",L & M PETROLEUM LTD
403,Waingaromia Bore,exploration,-38.37,177.91,"4,326",0,KB,MSL,100000320147,unknown,"January 1, 1884","January 1, 1887",UNKNOWN
401,Fireball Creek-1,appraisal,-42.6,171.18,"4,326",52.5,RT,MSL,100000623234,water,"February 19, 2008","April 24, 2008",MCKENZIE PETROLEUM LTD
396.2,20101,exploration,-37.52,175.07,"4,326",20.28,GL,MSL,100000789911,dry,"March 22, 2010","April 10, 2010",SOLID ENERGY NEW ZEALAND LTD
396.08,Waitaanga-4,monitor,-38.8,174.86,"4,326",414,KB,MSL,100000787740,dry,"November 19, 2006","November 23, 2006",SOLID ENERGY NEW ZEALAND LTD
393.8,Kaitieke-1,exploration,-39.05,175.3,"4,326",0,KB,MSL,100000022174,dry,"January 18, 1966","February 4, 1966",ANZPAC PETROLEUM CORP
385.7,Waitaanga-1,monitor,-38.8,174.86,"4,326",403,KB,MSL,100000787738,dry,"October 31, 2006","November 9, 2006",SOLID ENERGY NEW ZEALAND LTD
384.7,NW-1A,exploration,-37.22,175.14,"4,326",999.25,KB,MSL,100000789928,gas shows,"November 5, 2005","November 24, 2005",L & M COAL SEAM GAS LIMITED
378.8,Taratu-1,exploration,-46.26,169.87,"4,326",118,KB,MSL,100000747667,dry,"March 9, 2012","April 1, 2012",L & M COAL SEAM GAS LIMITED
375,No3 Kotuku Petroleum,exploration,-42.52,171.46,"4,326",0,KB,MSL,100000320160,unknown,"January 1, 1923","January 1, 1924",KOTUKU OILFIELDS SYNDICATE
373.4,Horotiu-5,appraisal,-37.7,175.2,"4,326",0,KB,MSL,100000320202,gas shows,"January 1, 1968","November 18, 1968",WAIKATO NATURAL GASES LTD
372.48,Franklin-1,exploration,-45.93,167.89,"4,326",135,KB,MSL,100000789914,gas shows,"January 30, 2006","February 7, 2006",L & M COAL SEAM GAS LIMITED
371.4,Murcott-1,exploration,-42.39,171.24,"4,326",0,KB,MSL,100000502184,dry,"May 2, 2001","June 7, 2001",MACDONALD INVESTMENTS LTD
369.4,Waitaanga-2,monitor,-38.81,174.85,"4,326",0,KB,MSL,100000787739,dry,"November 8, 2006","November 17, 2006",SOLID ENERGY NEW ZEALAND LTD
360.8,Goodwin-1,exploration,-45.91,167.95,"4,326",232.62,RT,MSL,100000629707,dry,"August 25, 2008","September 29, 2008",L & M PETROLEUM LTD
357.8,NW-2,exploration,-37.23,175.13,"4,326",999.25,KB,MSL,100000789929,gas shows,"November 20, 2005","December 12, 2005",L & M COAL SEAM GAS LIMITED
357.5,Uruti-1,exploration,-38.94,174.58,"4,326",44.2,KB,MSL,100000021887,dry,"September 20, 1943","October 2, 1943",NZ PETROLEUM EXPLORATION CO LTD
355.2,PRD038,exploration,-42.21,171.45,"4,326",793.9,DF,MSL,100000789938,unknown,"February 25, 2009","March 20, 2009",PIKE RIVER COAL CO LTD
352.3,PRD037,exploration,-42.21,171.45,"4,326",793.9,DF,MSL,100000789937,unknown,"December 2, 2008","January 21, 2009",PIKE RIVER COAL CO LTD
350,Mt Linton-1,exploration,-45.91,167.83,"4,326",184,RT,MSL,100000659041,unknown,"April 7, 2009","June 24, 2009",L & M PETROLEUM LTD
346.6,Westgas-1,exploration,-42.46,171.32,"4,326",0,KB,MSL,100000502414,gas shows,"January 18, 1996","February 1, 1996",MACDONALD INVESTMENTS LTD
346,Manutahi-B2,production,-39.71,174.4,"4,326",40.2,RT,MSL,100000850101,dry,"June 24, 2018","July 9, 2018",WESTSIDE NZ LTD
335.4,Cross Roads-1,exploration,-42.52,171.46,"4,326",159.1,GL,MSL,100000787785,oil shows,"June 6, 2014","June 21, 2014",PETROLEUM CREEK LTD
335,Samuel Syndicate-2,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000113283,unknown,"January 1, 1894","January 1, 1895",UNKNOWN
334.4,Kawakawa Strat-1,exploration,-40.53,176.3,"4,326",181.6,KB,MSL,100000730610,dry,"May 15, 2011","May 24, 2011",TAG OIL LTD
334,Helenslee-1,exploration,-37.23,175.01,"4,326",90,DF,MSL,100000681846,dry,"September 8, 2008","October 10, 2008",DILLON PETROLEUM LIMITED
330,Wairaki-1,exploration,-45.83,167.76,"4,326",346,RT,MSL,100000632311,dry,"November 11, 2008","December 1, 2008",L & M PETROLEUM LTD
323.76,Sharpridge Creek-2,exploration,-45.91,167.83,"4,326",184.7,KB,MSL,100000605823,dry,"May 10, 2007","May 16, 2007",L & M PETROLEUM LTD
323,Omata Bore-2,exploration,-39.09,174,"4,326",0,KB,MSL,100000320182,unknown,"January 1, 1907","January 1, 1908",UNKNOWN
322,Samuel Syndicate-9,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000320200,unknown,"January 1, 1900","January 1, 1901",UNKNOWN
322,MN3P10,production,-39.99,173.29,"4,326",46.9,RT,MSL,100000790939,unknown,"April 10, 2014","April 17, 2014",OMV NEW ZEALAND LIMITED
320,Waikato-3,exploration,-37.62,175.28,"4,326",22.86,GL,MSL,100000021865,dry,"October 4, 1972","October 10, 1972",REPUBLIC PETROLEUM CORPORATION (NZ) LTD
314.52,Lockington-2,exploration,-46.3,169.9,"4,326",40.12,KB,MSL,100000733244,dry,"November 16, 2011","December 4, 2011",L & M COAL SEAM GAS LIMITED
310.6,Westgas-3,exploration,-42.45,171.33,"4,326",0,KB,MSL,100000502416,dry,"February 3, 1997","October 3, 1997",MACDONALD INVESTMENTS LTD
307.6,Tihiroa-2,exploration,-38.09,175.18,"4,326",53,GL,MSL,100000592100,dry,"January 15, 2005","February 4, 2005",WESTECH ENERGY NEW ZEALAND LTD
305.7,Tuatapere-1,exploration,-46.13,167.68,"4,326",0,KB,MSL,100000320149,dry,"January 1, 1958","January 1, 1959",ALTON OIL DEVELOPMENTS LTD
301.09,Back Ormond Road-1,exploration,-38.59,177.94,"4,326",19,KB,MSL,100000473887,gas shows,"November 24, 1992","December 2, 1992",ASIA PACIFIC OIL CO LTD
300.1,Back Ormond Road-2,exploration,-38.6,177.96,"4,326",19,KB,MSL,100000473888,gas shows,"November 11, 1992","December 21, 1992",ASIA PACIFIC OIL CO LTD
294.1,Belmont Strat-1,exploration,-45.84,167.75,"4,326",304,RT,MSL,100000666604,dry,"July 24, 2009","August 8, 2009",L & M PETROLEUM LTD
294,Paddy Gully-1,exploration,-42.48,171.45,"4,326",0,KB,MSL,100000113305,dry,"January 1, 1929","January 1, 1929",TARANAKI OILFIELDS LTD
293,No1 Kotuku Petroleum,exploration,-42.54,171.46,"4,326",0,KB,MSL,100000320158,unknown,"January 1, 1921","January 1, 1923",KOTUKU OILFIELDS SYNDICATE
290,No1 Kotuku Oilfields,exploration,-42.53,171.47,"4,326",0,KB,MSL,100000320155,unknown,"January 1, 1911","January 1, 1912",KOTUKU OILFIELDS SYNDICATE
287,NW-1,exploration,-37.22,175.14,"4,326",999.25,KB,MSL,100000789927,dry,"August 16, 2005","September 20, 2005",L & M COAL SEAM GAS LIMITED
287,Clark & Lysnar-1,exploration,-38.34,177.9,"4,326",0,KB,MSL,100000113565,unknown,"January 1, 1919","January 1, 1919",UNKNOWN
283,Minerva Borehole,exploration,-38.37,177.82,"4,326",0,KB,MSL,100000320148,unknown,"January 1, 1887","January 1, 1888",UNKNOWN
283,Samuel Syndicate-1,exploration,-39.06,174.03,"4,326",0,KB,MSL,100000113282,unknown,"January 1, 1891","January 1, 1892",UNKNOWN
281,Ruby Bay-1,exploration,-41.23,173.09,"4,326",10,DF,MSL,100000021889,dry,"February 1, 1966","March 28, 1966",TASMAN PETROLEUM CO LTD
